event_index,cp_id,trackster_id,sim_to_reco_score,reco_to_sim_score,cp_energy,trackster_energy,cp_avg_eta,cp_separation,energy_diff_ratio
5,0,1,1.0,1.0,92.20429584942758,29.167806608602405,2.5672534,56.17297,-0.6836610882400282
5,1,0,1.0,1.0,42.971190098673105,69.48064567521214,2.4683201,56.17297,0.6169122967194157
5,1,1,0.2344771992100127,0.10318494671110244,42.971190098673105,29.167806608602405,2.4683201,56.17297,-0.3212241378089487
6,0,0,0.33986222837236907,0.13134721743885722,132.89047993160784,84.72850267589092,2.1000957,38.381756,-0.3624185666309845
6,0,1,1.0,1.0,132.89047993160784,20.48636081069708,2.1000957,38.381756,-0.8458402677058553
6,1,0,1.0,1.0,31.62292654439807,84.72850267589092,2.4258587,38.381756,1.6793378075534375
6,1,1,0.2961227371948717,0.12402192021235146,31.62292654439807,20.48636081069708,2.4258587,38.381756,-0.3521674604678171
7,0,0,0.9602757041191688,0.22204628191932466,93.38211170118302,49.378791838884354,2.2880838,34.39233,-0.4712178709676921
7,0,1,1.0,1.0,93.38211170118302,8.548030339181423,2.2880838,34.39233,-0.9084618008368177
7,1,0,1.0,1.0,21.11956396140158,49.378791838884354,2.1616564,34.39233,1.3380592482463058
7,1,1,1.0,0.35432894210551147,21.11956396140158,8.548030339181423,2.1616564,34.39233,-0.5952553587373335
8,0,0,0.5238408232412315,0.12072929399988105,175.85835467278957,114.75439757853746,2.290976,90.51704,-0.3474612122235821
8,0,1,1.0,1.0,175.85835467278957,33.297021893784404,2.290976,90.51704,-0.810659994199659
8,1,0,0.1473186677393223,0.7907632823897027,70.92170587554574,114.75439757853746,2.7573678,90.51704,0.6180433925251299
8,1,1,1.0,0.28144100667831484,70.92170587554574,33.297021893784404,2.7573678,90.51704,-0.5305101381484758
9,0,0,1.0,1.0,29.597021968103945,55.37231343984604,1.8784094,36.63372,0.8708744920188103
9,0,1,1.0,0.36985697568617265,29.597021968103945,11.597336262464523,1.8784094,36.63372,-0.6081586764045817
9,1,0,1.0,0.3034385998648056,123.28316915035248,55.37231343984604,1.8050996,36.63372,-0.5508526117436549
9,1,1,1.0,1.0,123.28316915035248,11.597336262464523,1.8050996,36.63372,-0.9059292818120147
10,0,0,1.0,0.38268923348486533,49.516891073435545,18.88481078669429,1.900849,66.85327,-0.6186188111307845
10,0,1,1.0,1.0,49.516891073435545,13.107614770531654,1.900849,66.85327,-0.7352900295963143
10,1,0,1.0,1.0,33.04826543293893,18.88481078669429,2.1232882,66.85327,-0.42856877541681954
10,1,1,1.0,0.36406699591323083,33.04826543293893,13.107614770531654,2.1232882,66.85327,-0.6033796449278273
11,0,0,1.0,0.2610745041548414,116.32793384976685,56.88965222239494,1.6929832,67.335335,-0.51095450301846
11,0,1,1.0,1.0,116.32793384976685,105.29438984766603,1.6929832,67.335335,-0.0948486200773602
11,1,0,1.0,1.0,151.0656034257263,56.88965222239494,1.9033484,67.335335,-0.6234109490691201
11,1,1,0.7516936221302625,0.09180232393898545,151.0656034257263,105.29438984766603,1.9033484,67.335335,-0.3029889831973854
12,0,0,0.5729765932351423,0.17475042865482707,153.39447963237762,89.27073803544044,2.3333638,38.768456,-0.41803161202811834
12,0,1,1.0,1.0,153.39447963237762,68.445904802531,2.3333638,38.768456,-0.5537916034099324
12,1,0,0.9999995942732005,0.9999999124301937,107.74667173996568,89.27073803544044,2.0207953,38.768456,-0.17147567907354758
12,1,1,0.3350099453933233,0.13304370279377553,107.74667173996568,68.445904802531,2.0207953,38.768456,-0.36475156311354656
13,0,0,0.5123235881483315,0.17287011110208492,63.727785140275955,37.23126867413521,2.001369,65.415695,-0.4157765158135858
13,0,1,1.0,1.0,63.727785140275955,80.20101628638804,2.001369,65.415695,0.25849370270521144
13,1,0,1.0,1.0,120.66895452979952,37.23126867413521,2.0039377,65.415695,-0.6914594245122025
13,1,1,0.2576563659514512,0.11246853990057563,120.66895452979952,80.20101628638804,2.0039377,65.415695,-0.33536329539855103
14,0,0,0.007736960537406918,0.006535687293325631,135.75665961578488,124.78160283714533,1.9978431,81.18513,-0.08084359772626173
14,0,1,1.0,1.0,135.75665961578488,76.7163836658001,1.9978431,81.18513,-0.4348978246597928
14,1,0,1.0,1.0,127.19135526847094,124.78160283714533,2.1782556,81.18513,-0.01894588218074409
14,1,1,0.4997081860347637,0.15748419569459177,127.19135526847094,76.7163836658001,2.1782556,81.18513,-0.39684278460694195
15,0,0,1.0,1.0,42.986183954402804,61.65098994970322,1.802361,112.229164,0.4342047671665606
